name,cr,type,tag,size,ac,hp,align,legendary,source,str,dex,con,int,wis,cha,can_fly,can_swim,shapechanger
kuo-toa-whip,1.0,humanoid,kuo-toa,Medium,11,65,neutral evil,0,Monster Manual,14.0,10.0,14.0,12.0,14.0,11.0,0,1,0
lamia,4.0,monstrosity,,Large,13,97,chaotic evil,0,Monster Manual,16.0,13.0,15.0,14.0,15.0,16.0,0,0,0
lemure,0.0,fiend,devil,Medium,7,13,lawful evil,0,Monster Manual,10.0,5.0,11.0,1.0,11.0,3.0,0,0,0
leucrotta,3.0,monstrosity,,Large,14,67,chaotic evil,0,Volo's Guide to Monsters,18.0,14.0,15.0,9.0,12.0,6.0,0,0,0
leviathan,20.0,elemental,,Gargantuan,17,328,neutral,1,Mordenkainen's Tome of Foes,30.0,24.0,30.0,2.0,18.0,17.0,0,1,0
lich,21.0,undead,,Medium,17,135,any evil alignment,1,Monster Manual,11.0,16.0,16.0,20.0,14.0,16.0,0,0,0
lion,1.0,beast,,Large,12,26,unaligned,0,Monster Manual,17.0,15.0,13.0,3.0,12.0,8.0,0,0,0
lizard,0.0,beast,,Tiny,10,2,unaligned,0,Monster Manual,2.0,11.0,10.0,1.0,8.0,3.0,0,0,0
lizard-king-queen,4.0,humanoid,lizardfolk,Medium,15,78,chaotic evil,0,Monster Manual,17.0,12.0,15.0,11.0,11.0,15.0,0,1,0
lizardfolk,0.5,humanoid,lizardfolk,Medium,15,22,neutral,0,Monster Manual,15.0,10.0,13.0,7.0,12.0,7.0,0,1,0
lizardfolk-shaman,2.0,humanoid,lizardfolk,Medium,13,27,neutral,0,Monster Manual,15.0,10.0,13.0,10.0,15.0,8.0,0,1,0
mage,6.0,humanoid,any race,Medium,12,40,any alignment,0,Monster Manual,9.0,14.0,11.0,17.0,12.0,11.0,0,0,0
magma-mephit,0.5,elemental,,Small,11,22,neutral evil,0,Monster Manual,8.0,12.0,12.0,7.0,10.0,10.0,1,0,0
magmin,0.5,elemental,,Small,14,9,chaotic neutral,0,Monster Manual,7.0,15.0,12.0,8.0,11.0,10.0,0,0,0
male-steeder,0.25,monstrosity,,Medium,12,13,unaligned,0,Mordenkainen's Tome of Foes,15.0,12.0,14.0,2.0,10.0,3.0,0,0,0
mammoth,6.0,beast,,Huge,13,126,unaligned,0,Monster Manual,24.0,9.0,21.0,3.0,11.0,6.0,0,0,0
manes,0.125,fiend,demon,Small,9,9,chaotic evil,0,Monster Manual,10.0,9.0,13.0,3.0,8.0,4.0,0,0,0
manticore,3.0,monstrosity,,Large,14,68,lawful evil,0,Monster Manual,17.0,16.0,17.0,7.0,12.0,8.0,1,0,0
mantrap,1.0,plant,,Large,12,45,unaligned,0,Other,15.0,14.0,12.0,1.0,10.0,2.0,0,0,0
marid,11.0,elemental,,Large,17,229,chaotic neutral,0,Monster Manual,22.0,12.0,26.0,18.0,17.0,18.0,1,1,0
marilith,16.0,fiend,demon,Large,18,189,chaotic evil,0,Monster Manual,18.0,20.0,20.0,18.0,16.0,20.0,0,0,0
martial-arts-adept,3.0,humanoid,any race,Medium,16,60,any alignment,0,Volo's Guide to Monsters,11.0,17.0,13.0,11.0,16.0,10.0,0,0,0
marut,25.0,construct,,Large,22,432,lawful neutral,0,Mordenkainen's Tome of Foes,28.0,12.0,26.0,19.0,15.0,18.0,1,0,0
master-of-souls,4.0,humanoid,human,Medium,12,45,neutral evil,0,Other,10.0,14.0,17.0,19.0,14.0,13.0,0,0,0
master-thief,5.0,humanoid,any race,Medium,16,84,any alignment,0,Volo's Guide to Monsters,11.0,18.0,14.0,11.0,11.0,12.0,0,0,0
mastiff,0.125,beast,,Medium,12,5,unaligned,0,Monster Manual,13.0,14.0,12.0,3.0,12.0,7.0,0,0,0
maurezhi,7.0,fiend,demon,Medium,15,88,chaotic evil,0,Mordenkainen's Tome of Foes,14.0,17.0,12.0,11.0,12.0,15.0,0,0,0
maw-demon,1.0,fiend,demon,Medium,13,33,chaotic evil,0,Volo's Guide to Monsters,14.0,8.0,13.0,5.0,8.0,5.0,0,0,0
meazel,1.0,humanoid,,Medium,13,35,neutral evil,0,Mordenkainen's Tome of Foes,8.0,17.0,9.0,14.0,13.0,10.0,0,0,0
medusa,6.0,monstrosity,,Medium,15,127,lawful evil,0,Monster Manual,10.0,15.0,16.0,12.0,13.0,15.0,0,0,0
meenlock,2.0,fey,,Small,15,31,neutral evil,0,Volo's Guide to Monsters,7.0,15.0,12.0,11.0,10.0,8.0,0,0,0
merfolk,0.125,humanoid,,Medium,11,11,neutral,0,Monster Manual,10.0,13.0,12.0,11.0,11.0,12.0,0,1,0
merregon,4.0,fiend,devil,Medium,16,45,lawful evil,0,Mordenkainen's Tome of Foes,18.0,14.0,17.0,6.0,12.0,8.0,0,0,0
merrenoloth,3.0,fiend,yugoloth,Medium,13,40,neutral evil,0,Mordenkainen's Tome of Foes,8.0,17.0,10.0,17.0,14.0,11.0,0,1,0
merrow,2.0,monstrosity,,Large,13,45,chaotic evil,0,Monster Manual,18.0,10.0,15.0,8.0,10.0,9.0,0,1,0
mezzoloth,5.0,fiend,yugoloth,Medium,18,75,neutral evil,0,Monster Manual,18.0,11.0,16.0,7.0,10.0,11.0,0,0,0
mimic,2.0,monstrosity,,Medium,12,58,neutral,0,Monster Manual,17.0,12.0,15.0,5.0,13.0,8.0,0,0,1
mind-flayer,7.0,aberration,illithid,Medium,15,71,lawful evil,0,Monster Manual,11.0,12.0,12.0,19.0,17.0,17.0,0,0,0
mind-flayer-psion,8.0,aberration,illithid,Medium,15,71,lawful evil,0,Monster Manual,11.0,12.0,12.0,19.0,17.0,17.0,0,0,0
mindwitness,5.0,aberration,illithid,Large,15,75,lawful evil,0,Volo's Guide to Monsters,10.0,14.0,14.0,15.0,15.0,10.0,1,0,0
minotaur,3.0,monstrosity,,Large,14,76,chaotic evil,0,Monster Manual,18.0,11.0,16.0,6.0,16.0,9.0,0,0,0
minotaur-skeleton,2.0,undead,,Large,12,67,lawful evil,0,Monster Manual,18.0,11.0,15.0,6.0,8.0,5.0,0,0,0
molydeus,21.0,fiend,demon,Huge,19,216,chaotic evil,1,Mordenkainen's Tome of Foes,28.0,22.0,25.0,21.0,24.0,24.0,0,0,0
monodrone,0.125,construct,,Medium,15,5,lawful neutral,0,Monster Manual,10.0,13.0,12.0,4.0,10.0,5.0,1,0,0
morkoth,11.0,aberration,,Medium,17,130,chaotic evil,0,Volo's Guide to Monsters,14.0,14.0,14.0,20.0,15.0,13.0,0,1,0
mouth-of-grolantor,6.0,giant,hill giant,Huge,14,105,chaotic evil,0,Volo's Guide to Monsters,21.0,10.0,18.0,5.0,7.0,5.0,0,0,0
mud-mephit,0.25,elemental,,Small,11,27,neutral evil,0,Monster Manual,8.0,12.0,12.0,9.0,11.0,7.0,1,1,0
mule,0.125,beast,,Medium,10,11,unaligned,0,Monster Manual,14.0,10.0,13.0,2.0,10.0,5.0,0,0,0
mummified-warrior,0.25,undead,,Medium,8,19,neutral,0,Other,13.0,6.0,14.0,8.0,6.0,8.0,0,0,0
mummy,3.0,undead,,Medium,11,58,lawful evil,0,Monster Manual,16.0,8.0,15.0,6.0,10.0,12.0,0,0,0
mummy-lord,15.0,undead,,Medium,17,97,lawful evil,1,Monster Manual,18.0,10.0,17.0,11.0,18.0,16.0,0,0,0
myconid-adult,0.5,plant,,Medium,12,22,lawful neutral,0,Monster Manual,10.0,10.0,12.0,10.0,13.0,7.0,0,0,0
myconid-sovereign,2.0,plant,,Large,13,60,lawful neutral,0,Monster Manual,12.0,10.0,14.0,13.0,15.0,10.0,0,0,0
myconid-sprout,0.0,plant,,Small,10,7,lawful neutral,0,Monster Manual,8.0,10.0,10.0,8.0,11.0,5.0,0,0,0
nabassu,15.0,fiend,demon,Medium,18,190,chaotic evil,0,Mordenkainen's Tome of Foes,22.0,14.0,21.0,14.0,15.0,17.0,1,0,0
nagpa,17.0,humanoid,,Medium,19,187,neutral evil,0,Mordenkainen's Tome of Foes,9.0,15.0,12.0,23.0,18.0,21.0,0,0,0
nalfeshnee,13.0,fiend,demon,Large,18,184,chaotic evil,0,Monster Manual,21.0,10.0,22.0,19.0,12.0,15.0,1,0,0
narzugon,13.0,fiend,devil,Medium,20,112,lawful evil,0,Mordenkainen's Tome of Foes,20.0,10.0,17.0,16.0,14.0,19.0,0,0,0
necromancer,9.0,humanoid,any race,Medium,12,66,any alignment,0,Volo's Guide to Monsters,9.0,14.0,12.0,17.0,12.0,11.0,0,0,0
necromite-of-myrkul,0.5,humanoid,human,Medium,11,13,neutral evil,0,Other,10.0,13.0,15.0,16.0,11.0,10.0,0,0,0
needle-blight,0.25,plant,,Medium,12,11,neutral evil,0,Monster Manual,12.0,12.0,13.0,4.0,8.0,3.0,0,0,0
neogi,3.0,aberration,,Small,15,33,lawful evil,0,Volo's Guide to Monsters,6.0,16.0,14.0,13.0,12.0,15.0,0,0,0
neogi-hatchling,0.125,aberration,,Tiny,11,7,lawful evil,0,Volo's Guide to Monsters,3.0,13.0,10.0,6.0,10.0,9.0,0,0,0
neogi-master,4.0,aberration,,Medium,15,71,lawful evil,0,Volo's Guide to Monsters,6.0,16.0,14.0,16.0,12.0,18.0,0,0,0
neothelid,13.0,aberration,,Gargantuan,16,325,chaotic evil,0,Volo's Guide to Monsters,21.0,7.0,21.0,3.0,16.0,12.0,0,0,0
night-blade,0.25,humanoid,human,Medium,12,11,chaotic evil,0,Other,11.0,15.0,12.0,10.0,11.0,14.0,0,0,0
night-hag,5.0,fiend,,Medium,17,112,neutral evil,0,Monster Manual,18.0,15.0,16.0,16.0,14.0,16.0,0,0,0
nightmare,3.0,fiend,,Large,13,68,neutral evil,0,Monster Manual,18.0,15.0,16.0,10.0,13.0,15.0,1,0,0
nightwalker,20.0,undead,,Huge,14,297,chaotic evil,0,Mordenkainen's Tome of Foes,22.0,19.0,24.0,6.0,9.0,8.0,1,0,0
nilbog,1.0,humanoid,goblinoid,Small,13,7,chaotic evil,0,Volo's Guide to Monsters,8.0,14.0,10.0,10.0,8.0,15.0,0,0,0
noble,0.125,humanoid,any race,Medium,15,9,any alignment,0,Monster Manual,11.0,12.0,11.0,12.0,14.0,16.0,0,0,0
nothic,2.0,aberration,,Medium,15,45,neutral evil,0,Monster Manual,14.0,16.0,16.0,13.0,10.0,8.0,0,0,0
nupperibo,0.5,fiend,devil,Medium,13,11,lawful evil,0,Mordenkainen's Tome of Foes,16.0,11.0,13.0,3.0,8.0,1.0,0,0,0
nycaloth,9.0,fiend,yugoloth,Large,18,123,neutral evil,0,Monster Manual,20.0,11.0,19.0,12.0,10.0,15.0,1,0,0
oblex-spawn,0.25,ooze,,Tiny,13,18,lawful evil,0,Mordenkainen's Tome of Foes,8.0,16.0,15.0,14.0,11.0,10.0,0,0,0
ochre-jelly,2.0,ooze,,Large,8,45,unaligned,0,Monster Manual,15.0,6.0,14.0,2.0,6.0,1.0,0,0,0
octopus,0.0,beast,,Small,12,3,unaligned,0,Monster Manual,4.0,15.0,11.0,3.0,10.0,4.0,0,1,0
ogre,2.0,giant,,Large,11,59,chaotic evil,0,Monster Manual,19.0,8.0,16.0,5.0,7.0,7.0,0,0,0
ogre-battering-ram,4.0,giant,,Large,14,59,chaotic evil,0,Mordenkainen's Tome of Foes,19.0,8.0,16.0,5.0,7.0,7.0,0,0,0
ogre-bolt-launcher,2.0,giant,,Large,13,59,chaotic evil,0,Mordenkainen's Tome of Foes,19.0,12.0,16.0,5.0,7.0,7.0,0,0,0
ogre-chain-brute,3.0,giant,,Large,11,59,chaotic evil,0,Mordenkainen's Tome of Foes,19.0,8.0,16.0,5.0,7.0,7.0,0,0,0
ogre-howdah,2.0,giant,,Large,13,59,chaotic evil,0,Mordenkainen's Tome of Foes,19.0,8.0,16.0,5.0,7.0,7.0,0,0,0
ogre-zombie,2.0,undead,giant,Large,8,85,neutral evil,0,Monster Manual,19.0,6.0,18.0,3.0,6.0,5.0,0,0,0
oinoloth,12.0,fiend,yugoloth,Medium,17,126,neutral evil,0,Mordenkainen's Tome of Foes,19.0,17.0,18.0,17.0,16.0,19.0,0,0,0
oni,7.0,giant,,Large,16,110,lawful evil,0,Monster Manual,19.0,11.0,16.0,14.0,12.0,15.0,1,0,0
orc,0.5,humanoid,orc,Medium,13,15,chaotic evil,0,Monster Manual,16.0,12.0,16.0,7.0,11.0,10.0,0,0,0
orc-blade-of-ilneval,4.0,humanoid,orc,Medium,18,60,chaotic evil,0,Volo's Guide to Monsters,17.0,11.0,17.0,10.0,12.0,14.0,0,0,0
orc-claw-of-luthic,2.0,humanoid,orc,Medium,14,45,chaotic evil,0,Volo's Guide to Monsters,14.0,15.0,16.0,10.0,15.0,11.0,0,0,0
orc-eye-of-gruumsh,2.0,humanoid,orc,Medium,16,45,chaotic evil,0,Monster Manual,16.0,12.0,16.0,9.0,13.0,12.0,0,0,0
orc-hand-of-yurtrus,2.0,humanoid,orc,Medium,12,30,chaotic evil,0,Volo's Guide to Monsters,12.0,11.0,16.0,11.0,14.0,9.0,0,0,0
orc-nurtured-one-of-yurtrus,0.5,humanoid,orc,Medium,9,30,chaotic evil,0,Other,15.0,8.0,16.0,7.0,11.0,7.0,0,0,0
orc-red-fang-of-shargaas,3.0,humanoid,orc,Medium,15,52,chaotic evil,0,Volo's Guide to Monsters,11.0,16.0,15.0,9.0,11.0,9.0,0,0,0
orc-war-chief,4.0,humanoid,orc,Medium,16,93,chaotic evil,0,Monster Manual,18.0,12.0,18.0,11.0,11.0,16.0,0,0,0
orog,2.0,humanoid,orc,Medium,18,42,chaotic evil,0,Monster Manual,18.0,12.0,18.0,12.0,11.0,12.0,0,0,0
orthon,10.0,fiend,devil,Large,17,105,lawful evil,0,Mordenkainen's Tome of Foes,22.0,16.0,21.0,15.0,15.0,16.0,0,0,0
otyugh,5.0,aberration,,Large,14,114,neutral,0,Monster Manual,16.0,11.0,19.0,6.0,13.0,6.0,0,0,0
owl,0.0,beast,,Tiny,11,1,unaligned,0,Monster Manual,3.0,13.0,8.0,2.0,12.0,7.0,1,0,0
owlbear,3.0,monstrosity,,Large,13,59,unaligned,0,Monster Manual,20.0,12.0,17.0,3.0,12.0,7.0,0,0,0
panther,0.25,beast,,Medium,12,13,unaligned,0,Monster Manual,14.0,15.0,10.0,3.0,14.0,7.0,0,0,0
pegasus,2.0,celestial,,Large,12,59,chaotic good,0,Monster Manual,18.0,15.0,16.0,10.0,15.0,13.0,1,0,0
pentadrone,2.0,construct,,Large,16,32,lawful neutral,0,Monster Manual,15.0,14.0,12.0,10.0,10.0,13.0,0,0,0
peryton,2.0,monstrosity,,Medium,13,33,chaotic evil,0,Monster Manual,16.0,12.0,13.0,9.0,12.0,10.0,1,0,0
phase-spider,3.0,monstrosity,,Large,13,32,unaligned,0,Monster Manual,15.0,15.0,12.0,6.0,10.0,6.0,0,0,0
phoenix,16.0,elemental,,Gargantuan,18,175,neutral,1,Mordenkainen's Tome of Foes,19.0,26.0,25.0,2.0,21.0,18.0,1,0,0
piercer,0.5,monstrosity,,Medium,15,22,unaligned,0,Monster Manual,10.0,13.0,16.0,1.0,7.0,3.0,0,0,0
pit-fiend,20.0,fiend,devil,Large,19,300,lawful evil,0,Monster Manual,26.0,14.0,24.0,22.0,18.0,24.0,1,0,0
pixie,0.25,fey,,Tiny,15,1,neutral good,0,Monster Manual,2.0,20.0,8.0,10.0,14.0,15.0,1,0,0
planetar,16.0,celestial,,Large,19,200,lawful good,0,Monster Manual,24.0,20.0,24.0,19.0,22.0,25.0,1,0,0
plesiosaurus,2.0,beast,,Large,13,68,unaligned,0,Monster Manual,18.0,15.0,16.0,2.0,12.0,5.0,0,1,0
poisonous-snake,0.125,beast,,Tiny,13,2,unaligned,0,Monster Manual,2.0,16.0,11.0,1.0,10.0,3.0,0,1,0
polar-bear,2.0,beast,,Large,12,42,unaligned,0,Monster Manual,20.0,10.0,16.0,2.0,13.0,7.0,0,1,0
pony,0.125,beast,,Medium,10,11,unaligned,0,Monster Manual,15.0,10.0,13.0,2.0,11.0,7.0,0,0,0
priest,2.0,humanoid,any race,Medium,13,27,any alignment,0,Monster Manual,10.0,10.0,12.0,13.0,16.0,13.0,0,0,0
pseudodragon,0.25,dragon,,Tiny,13,7,neutral good,0,Monster Manual,6.0,15.0,13.0,10.0,12.0,10.0,1,0,0
pterafolk,1.0,monstrosity,,Large,12,26,neutral evil,0,Other,15.0,13.0,12.0,9.0,10.0,11.0,1,0,0
pteranodon,0.25,beast,,Medium,13,13,unaligned,0,Monster Manual,12.0,15.0,10.0,2.0,9.0,5.0,1,0,0
purple-worm,15.0,monstrosity,,Gargantuan,18,247,unaligned,0,Monster Manual,28.0,7.0,22.0,1.0,8.0,4.0,0,0,0
purple-wormling,2.0,monstrosity,,Large,12,42,unaligned,0,Other,16.0,7.0,16.0,1.0,6.0,2.0,0,0,0
quadrone,1.0,construct,,Medium,16,22,lawful neutral,0,Monster Manual,12.0,14.0,12.0,10.0,10.0,11.0,1,0,0
quaggoth,2.0,humanoid,,Medium,13,45,chaotic neutral,0,Monster Manual,17.0,12.0,16.0,6.0,12.0,7.0,0,0,0
quaggoth-spore-servant,1.0,plant,,Medium,13,45,unaligned,0,Monster Manual,17.0,12.0,16.0,2.0,6.0,1.0,0,0,0
quasit,1.0,fiend,demon,Tiny,13,7,chaotic evil,0,Monster Manual,5.0,17.0,10.0,7.0,10.0,10.0,0,0,1
quetzalcoatlus,2.0,beast,,Huge,13,30,unaligned,0,Volo's Guide to Monsters,15.0,13.0,13.0,2.0,10.0,5.0,1,0,0
quickling,1.0,fey,,Tiny,16,10,chaotic evil,0,Volo's Guide to Monsters,4.0,23.0,13.0,10.0,12.0,7.0,0,0,0
quipper,0.0,beast,,Tiny,13,1,unaligned,0,Monster Manual,2.0,16.0,9.0,1.0,7.0,2.0,0,1,0
rakshasa,13.0,fiend,,Medium,16,110,lawful evil,0,Monster Manual,14.0,17.0,18.0,13.0,16.0,20.0,0,0,0
rat,0.0,beast,,Tiny,10,1,unaligned,0,Monster Manual,2.0,11.0,9.0,2.0,10.0,4.0,0,0,0
raven,0.0,beast,,Tiny,12,1,unaligned,0,Monster Manual,2.0,14.0,8.0,2.0,12.0,6.0,1,0,0
reaper-of-bhaal,2.0,humanoid,human,Medium,15,27,chaotic evil,0,Other,11.0,20.0,13.0,15.0,12.0,16.0,0,0,0
red-abishai,19.0,fiend,devil,Medium,22,255,lawful evil,0,Mordenkainen's Tome of Foes,23.0,16.0,19.0,14.0,15.0,19.0,1,0,0
red-dragon-wyrmling,4.0,dragon,red dragon,Medium,17,75,chaotic evil,0,Monster Manual,19.0,10.0,17.0,12.0,11.0,15.0,1,0,0
red-slaad,5.0,aberration,slaad,Large,14,93,chaotic neutral,0,Monster Manual,17.0,17.0,16.0,13.0,8.0,14.0,0,0,0
redcap,3.0,fey,,Small,13,45,chaotic evil,0,Volo's Guide to Monsters,18.0,13.0,18.0,10.0,12.0,9.0,0,0,0
reef-manta-ray,0.5,beast,,Large,12,16,unaligned,0,Other,13.0,12.0,12.0,1.0,12.0,4.0,0,1,0
reef-shark,0.5,beast,,Medium,12,22,unaligned,0,Monster Manual,14.0,13.0,13.0,1.0,10.0,4.0,0,1,0
remorhaz,11.0,monstrosity,,Huge,17,195,unaligned,0,Monster Manual,24.0,13.0,21.0,4.0,10.0,5.0,0,0,0
retriever,14.0,construct,,Large,19,210,lawful evil,0,Mordenkainen's Tome of Foes,22.0,16.0,20.0,3.0,11.0,4.0,0,0,0
revenant,5.0,undead,,Medium,13,136,neutral,0,Monster Manual,18.0,14.0,18.0,13.0,16.0,18.0,0,0,0
rhinoceros,2.0,beast,,Large,11,45,unaligned,0,Monster Manual,21.0,8.0,15.0,2.0,12.0,6.0,0,0,0
riding-horse,0.25,beast,,Large,10,13,unaligned,0,Monster Manual,16.0,10.0,12.0,2.0,11.0,7.0,0,0,0
roc,11.0,monstrosity,,Gargantuan,15,248,unaligned,0,Monster Manual,28.0,10.0,20.0,3.0,10.0,9.0,1,0,0
rock-gnome-recluse,0.25,humanoid,gnome,Small,10,7,chaotic neutral,0,Monster Manual,6.0,11.0,10.0,15.0,10.0,13.0,0,0,0
roper,5.0,monstrosity,,Large,20,93,neutral evil,0,Monster Manual,18.0,8.0,17.0,7.0,16.0,6.0,0,0,0
rot-troll,9.0,giant,,Large,16,138,chaotic evil,0,Mordenkainen's Tome of Foes,18.0,13.0,22.0,5.0,8.0,4.0,0,0,0
rug-of-smothering,2.0,construct,,Large,12,33,unaligned,0,Monster Manual,17.0,14.0,10.0,1.0,3.0,1.0,0,0,0
rust-monster,0.5,monstrosity,,Medium,14,27,unaligned,0,Monster Manual,13.0,12.0,13.0,2.0,13.0,6.0,0,0,0
rutterkin,2.0,fiend,demon,Medium,12,37,chaotic evil,0,Mordenkainen's Tome of Foes,14.0,15.0,17.0,5.0,12.0,6.0,0,0,0
saber-toothed-tiger,2.0,beast,,Large,12,52,unaligned,0,Monster Manual,18.0,14.0,15.0,3.0,12.0,8.0,0,0,0
sahuagin,0.5,humanoid,sahuagin,Medium,12,22,lawful evil,0,Monster Manual,13.0,11.0,12.0,12.0,13.0,9.0,0,1,0
sahuagin-baron,5.0,humanoid,sahuagin,Large,16,76,lawful evil,0,Monster Manual,19.0,15.0,16.0,14.0,13.0,17.0,0,1,0
sahuagin-priestess,2.0,humanoid,sahuagin,Medium,12,33,lawful evil,0,Monster Manual,13.0,11.0,12.0,12.0,14.0,13.0,0,1,0
salamander,5.0,elemental,,Large,15,90,neutral evil,0,Monster Manual,18.0,14.0,15.0,11.0,10.0,12.0,0,0,0
satyr,0.5,fey,,Medium,14,31,chaotic neutral,0,Monster Manual,12.0,16.0,11.0,12.0,10.0,14.0,0,0,0
scarecrow,1.0,construct,,Medium,11,36,chaotic evil,0,Monster Manual,11.0,13.0,11.0,10.0,10.0,13.0,0,0,0
scorpion,0.0,beast,,Tiny,11,1,unaligned,0,Monster Manual,2.0,11.0,8.0,1.0,8.0,2.0,0,0,0
scout,0.5,humanoid,any race,Medium,13,16,any alignment,0,Monster Manual,11.0,14.0,12.0,11.0,13.0,11.0,0,0,0
sea-hag,2.0,fey,,Medium,14,52,chaotic evil,0,Monster Manual,16.0,13.0,16.0,12.0,12.0,13.0,0,1,0
sea-horse,0.0,beast,,Tiny,11,1,unaligned,0,Monster Manual,1.0,12.0,8.0,1.0,10.0,2.0,0,1,0
sea-spawn,1.0,humanoid,,Medium,11,32,neutral evil,0,Volo's Guide to Monsters,15.0,8.0,15.0,6.0,10.0,8.0,0,1,0
shadow,0.5,undead,,Medium,12,16,chaotic evil,0,Monster Manual,6.0,14.0,13.0,6.0,10.0,8.0,0,0,0
shadow-dancer,7.0,humanoid,elf,Medium,15,71,neutral,0,Mordenkainen's Tome of Foes,12.0,16.0,13.0,11.0,12.0,12.0,0,0,0
shadow-demon,4.0,fiend,demon,Medium,13,66,chaotic evil,0,Monster Manual,1.0,17.0,12.0,14.0,13.0,14.0,1,0,0
shadow-mastiff,2.0,monstrosity,,Medium,12,33,neutral evil,0,Volo's Guide to Monsters,16.0,14.0,13.0,5.0,12.0,5.0,0,0,0
shambling-mound,5.0,plant,,Large,15,136,unaligned,0,Monster Manual,18.0,8.0,16.0,5.0,10.0,5.0,0,1,0
shield-guardian,7.0,construct,,Large,17,142,unaligned,0,Monster Manual,18.0,8.0,18.0,7.0,10.0,3.0,0,0,0
shoosuva,8.0,fiend,demon,Large,14,110,chaotic evil,0,Volo's Guide to Monsters,18.0,13.0,17.0,7.0,14.0,9.0,0,0,0
shrieker,0.0,plant,,Medium,5,13,unaligned,0,Monster Manual,1.0,1.0,10.0,1.0,3.0,1.0,0,0,0
sibriex,18.0,fiend,demon,Huge,19,150,chaotic evil,1,Mordenkainen's Tome of Foes,10.0,3.0,23.0,25.0,24.0,25.0,1,0,0
silver-dragon-wyrmling,2.0,dragon,silver dragon,Medium,17,45,lawful good,0,Monster Manual,19.0,10.0,17.0,12.0,11.0,15.0,1,0,0
skeleton,0.25,undead,,Medium,13,13,lawful evil,0,Monster Manual,10.0,14.0,15.0,6.0,8.0,5.0,0,0,0
skulk,0.5,humanoid,,Medium,14,18,chaotic neutral,0,Mordenkainen's Tome of Foes,6.0,19.0,10.0,10.0,7.0,1.0,0,0,0
skull-lasher-of-myrkul,1.0,humanoid,human,Medium,12,32,neutral evil,0,Other,10.0,14.0,15.0,16.0,13.0,10.0,0,0,0
skull-lord,15.0,undead,,Medium,18,105,lawful evil,0,Mordenkainen's Tome of Foes,14.0,16.0,17.0,16.0,15.0,21.0,0,0,0
slaad-tadpole,0.125,aberration,slaad,Tiny,12,10,chaotic neutral,0,Monster Manual,7.0,15.0,10.0,3.0,5.0,3.0,0,0,0
slithering-tracker,3.0,ooze,,Medium,14,32,chaotic evil,0,Volo's Guide to Monsters,16.0,19.0,15.0,10.0,14.0,11.0,0,1,0
smoke-mephit,0.25,elemental,,Small,12,22,neutral evil,0,Monster Manual,6.0,14.0,12.0,10.0,10.0,11.0,1,0,0
solar,21.0,celestial,,Large,21,243,lawful good,1,Monster Manual,26.0,22.0,26.0,25.0,25.0,30.0,1,0,0
soul-monger,11.0,humanoid,elf,Medium,15,123,neutral,0,Mordenkainen's Tome of Foes,8.0,17.0,14.0,19.0,15.0,13.0,0,0,0
spawn-of-kyuss,5.0,undead,,Medium,10,76,chaotic evil,0,Volo's Guide to Monsters,16.0,11.0,18.0,5.0,7.0,3.0,0,0,0
spectator,3.0,aberration,beholderkin,Medium,14,39,lawful neutral,0,Monster Manual,8.0,14.0,14.0,13.0,14.0,11.0,1,0,0
specter,1.0,undead,,Medium,12,22,chaotic evil,0,Monster Manual,1.0,14.0,11.0,10.0,10.0,11.0,1,0,0
spider,0.0,beast,,Tiny,12,1,unaligned,0,Monster Manual,2.0,14.0,8.0,1.0,10.0,2.0,0,0,0
spined-devil,2.0,fiend,devil,Small,13,22,lawful evil,0,Monster Manual,10.0,15.0,12.0,11.0,14.0,8.0,1,0,0
spirit-naga,8.0,monstrosity,,Large,15,75,chaotic evil,0,Monster Manual,18.0,17.0,14.0,16.0,15.0,16.0,0,0,0
spirit-troll,11.0,giant,,Large,17,97,chaotic evil,0,Mordenkainen's Tome of Foes,1.0,17.0,13.0,8.0,9.0,16.0,0,0,0
spring-eladrin,10.0,fey,elf,Medium,19,127,chaotic neutral,0,Mordenkainen's Tome of Foes,14.0,16.0,16.0,18.0,11.0,18.0,0,0,0
sprite,0.25,fey,,Tiny,15,2,neutral good,0,Monster Manual,3.0,18.0,10.0,14.0,13.0,11.0,1,0,0
spy,1.0,humanoid,any race,Medium,12,27,any alignment,0,Monster Manual,10.0,15.0,10.0,12.0,14.0,16.0,0,0,0
star-spawn-grue,0.25,aberration,star spawn,Small,11,17,neutral evil,0,Mordenkainen's Tome of Foes,6.0,13.0,10.0,9.0,11.0,6.0,0,0,0
star-spawn-hulk,10.0,aberration,star spawn,Large,16,136,chaotic evil,0,Mordenkainen's Tome of Foes,20.0,8.0,21.0,7.0,12.0,9.0,0,0,0
star-spawn-larva-mage,16.0,aberration,star spawn,Medium,16,168,chaotic evil,0,Mordenkainen's Tome of Foes,17.0,12.0,23.0,18.0,12.0,16.0,0,0,0
star-spawn-mangler,5.0,aberration,star spawn,Medium,14,71,chaotic evil,0,Mordenkainen's Tome of Foes,8.0,18.0,12.0,11.0,12.0,7.0,0,0,0
star-spawn-seer,13.0,aberration,star spawn,Medium,17,153,neutral evil,0,Mordenkainen's Tome of Foes,14.0,12.0,18.0,22.0,19.0,16.0,0,0,0
steam-mephit,0.25,elemental,,Small,10,21,neutral evil,0,Monster Manual,5.0,11.0,10.0,11.0,10.0,12.0,1,0,0
